index,pred_class,true_bbox,cam_bboxes,resnet_iou
shiba_inu_56,31,"[0.0, 28.448, 173.824, 167.552]","[47, 46, 121, 117]",0.48608461586954366
Bombay_60,7,"[52.416000000000004, 49.448, 171.136, 108.416]","[83, 66, 103, 91]",0.5051773380563986
scottish_terrier_31,30,"[42.376, 15.232000000000001, 142.912, 170.24]","[78, 0, 108, 120]",0.43150806673035885
Bengal_22,5,"[28.448, 73.47200000000001, 121.408, 123.2]","[35, 102, 116, 100]",0.6933035678470822
great_pyrenees_39,15,"[42.112, 74.088, 105.72800000000001, 100.8]","[51, 66, 98, 101]",0.7784881453818305
Birman_53,6,"[48.6, 10.752, 157.696, 213.248]","[48, 0, 111, 124]",0.35834505487940554
chihuahua_44,10,"[33.6, 55.368, 125.888, 130.368]","[41, 64, 109, 98]",0.6508744695552213
scottish_terrier_195,30,"[113.34400000000001, 42.896, 110.656, 138.88]","[105, 71, 119, 103]",0.7023683432060888
Maine_Coon_263,20,"[2.756923076923077, 38.135384615384616, 177.13230769230768, 145.4276923076923]","[39, 70, 169, 130]",0.5042467668583187
Siamese_84,32,"[36.288000000000004, 38.032, 175.168, 136.192]","[24, 55, 137, 108]",0.5348283970654824
Abyssinian_65,0,"[72.24000000000001, 52.120000000000005, 101.36000000000001, 122.64000000000001]","[53, 69, 111, 99]",0.6336861680595114
Siamese_20,32,"[41.928, 11.648, 143.36, 183.68]","[59, 37, 127, 118]",0.5641190635773996
japanese_chin_59,17,"[29.12, 49.544, 155.904, 122.304]","[66, 101, 109, 100]",0.3471496933828953
British_Shorthair_95,9,"[39.872, 46.512, 184.12800000000001, 139.776]","[53, 40, 126, 119]",0.5336968793022928
english_cocker_spaniel_99,13,"[87.36, 53.032, 58.688, 74.816]","[68, 41, 108, 103]",0.39471425818051065
basset_hound_82,3,"[12.096, 35.888, 211.45600000000002, 163.072]","[30, 52, 153, 130]",0.5768134423487918
Bombay_94,7,"[6.272, 28.448, 184.12800000000001, 166.208]","[51, 81, 144, 111]",0.4973107630747148
newfoundland_65,22,"[0.0, 41.888, 186.368, 153.66400000000002]","[29, 60, 173, 125]",0.6430101443884977
Abyssinian_230,0,"[23.893333333333334, 27.946666666666665, 194.13333333333335, 146.34666666666666]","[57, 49, 125, 129]",0.542412297101513
scottish_terrier_46,30,"[47.304, 29.568, 127.232, 189.056]","[69, 36, 119, 120]",0.49335766260443253
saint_bernard_50,28,"[34.944, 48.647999999999996, 189.056, 137.984]","[25, 54, 157, 114]",0.6158775705732445
samoyed_80,29,"[0.0, 38.896, 188.608, 147.84]","[44, 45, 140, 130]",0.6527085839734296
staffordshire_bull_terrier_35,34,"[70.784, 37.408, 78.848, 150.976]","[45, 39, 135, 110]",0.479693581707664
Siamese_91,32,"[0.896, 53.536, 200.704, 121.85600000000001]","[19, 39, 107, 105]",0.3721175608205092
basset_hound_65,3,"[96.768, 66.352, 79.744, 112.896]","[93, 62, 97, 104]",0.7130303579799069
yorkshire_terrier_32,36,"[44.800000000000004, 43.68, 105.28, 136.192]","[30, 31, 96, 112]",0.4736882544890097
english_setter_99,22,"[43.456, 38.792, 160.832, 146.94400000000002]","[53, 26, 171, 121]",0.5856311317665861
havanese_99,16,"[45.696, 55.576, 116.48, 121.85600000000001]","[52, 72, 116, 105]",0.7813738745008708
Birman_37,26,"[30.240000000000002, 43.456, 162.17600000000002, 180.096]","[0, 40, 141, 108]",0.35242601468420975
Egyptian_Mau_67,11,"[52.416000000000004, 64.776, 171.584, 96.768]","[53, 74, 91, 99]",0.4514537051122511
Persian_84,23,"[38.344, 100.352, 147.392, 123.648]","[55, 89, 142, 135]",0.7614526639154374
keeshond_22,18,"[7.168, 37.448, 216.832, 148.288]","[26, 57, 133, 120]",0.4963676892319435
wheaten_terrier_82,35,"[8.96, 46.128, 156.352, 148.736]","[25, 48, 123, 104]",0.5500712061156151
shiba_inu_42,31,"[40.136, 1.344, 146.048, 199.36]","[56, 0, 105, 127]",0.45096105494166266
Abyssinian_3,0,"[79.85155350978135, 28.354430379746837, 66.76179516685846, 190.2324510932106]","[72, 33, 96, 109]",0.4580432398848253
Russian_Blue_47,9,"[67.648, 43.72, 93.184, 141.568]","[55, 47, 130, 131]",0.677616478494775
Egyptian_Mau_61,11,"[21.056, 105.28, 200.704, 118.72]","[76, 128, 129, 96]",0.5197338790637549
boxer_65,8,"[98.11200000000001, 85.112, 38.08, 69.888]","[87, 69, 86, 93]",0.3327500675168792
Bombay_33,7,"[18.670025188916878, 72.78589420654912, 168.1410579345088, 69.40050377833754]","[95, 72, 113, 89]",0.4149794754111242
great_pyrenees_8,15,"[70.06666666666666, 45.733333333333334, 81.2, 130.66666666666666]","[67, 33, 105, 117]",0.5867794790191018
Persian_39,23,"[71.944, 19.264, 106.624, 142.464]","[65, 51, 101, 103]",0.6090900363625502
basset_hound_45,3,"[129.248, 15.68, 66.752, 191.744]","[39, 24, 128, 124]",0.1951329192800305
german_shorthaired_54,14,"[56.944, 30.464000000000002, 107.968, 139.776]","[53, 39, 114, 107]",0.734114049574556
Birman_35,6,"[14.336, 38.896, 202.048, 147.392]","[110, 37, 114, 108]",0.3664325432279309
english_cocker_spaniel_42,12,"[110.656, 39.688, 77.504, 133.056]","[98, 42, 102, 109]",0.6507203928629909
Bombay_90,7,"[16.128, 44.128, 207.872, 150.976]","[35, 72, 168, 114]",0.6102534223297423
miniature_pinscher_22,21,"[25.536, 29.344, 133.504, 165.76]","[73, 41, 90, 114]",0.43437104721886466
english_cocker_spaniel_96,13,"[123.2, 58.32, 100.352, 147.84]","[100, 85, 124, 117]",0.6670045027603159
Ragdoll_96,26,"[21.952, 50.400000000000006, 155.904, 127.232]","[89, 37, 135, 104]",0.31171961460059544
Persian_26,23,"[3.584, 37.0, 219.96800000000002, 148.736]","[57, 53, 167, 139]",0.6536272091282094
saint_bernard_199,28,"[0.0, 78.624, 190.848, 77.504]","[106, 70, 118, 92]",0.3448121856029209
Persian_61,23,"[38.448, 1.344, 147.84, 222.656]","[50, 55, 141, 129]",0.5244142844498424
scottish_terrier_99,30,"[23.744, 59.400000000000006, 82.432, 92.288]","[40, 57, 96, 92]",0.5641584039570592
saint_bernard_4,28,"[1.344, 42.336, 171.584, 153.66400000000002]","[44, 42, 119, 111]",0.4987079625076357
saint_bernard_84,28,"[0.0, 28.896, 191.744, 142.464]","[62, 74, 124, 97]",0.44031806372257953
boxer_198,1,"[72.128, 36.96, 151.424, 159.04]","[65, 58, 134, 113]",0.5760435677349128
japanese_chin_90,17,"[0.0, 38.752, 220.864, 140.672]","[117, 64, 107, 97]",0.32112402772488235
chihuahua_191,10,"[65.70666666666666, 58.61333333333333, 114.98666666666668, 136.64000000000001]","[70, 57, 109, 101]",0.6818603949490738
leonberger_19,19,"[45.248, 49.096000000000004, 174.72, 130.368]","[35, 47, 126, 112]",0.5263760180950686
Persian_95,23,"[8.512, 33.272, 203.84, 157.248]","[45, 41, 143, 130]",0.5799690908109275
Russian_Blue_211,27,"[38.344, 54.656, 147.392, 168.89600000000002]","[33, 48, 119, 141]",0.5782854617946972
keeshond_85,18,"[22.400000000000002, 68.32, 163.968, 98.11200000000001]","[44, 61, 115, 103]",0.6499605133629899
boxer_84,8,"[29.568, 72.84, 194.43200000000002, 103.488]","[52, 85, 120, 103]",0.5092161703646751
Egyptian_Mau_62,11,"[70.112, 44.800000000000004, 102.592, 160.38400000000001]","[75, 58, 109, 133]",0.723673548023579
Bombay_66,7,"[0.0, 28.448, 157.248, 167.552]","[21, 82, 139, 102]",0.5219069132088201
newfoundland_47,22,"[20.608, 49.056, 127.68, 146.94400000000002]","[0, 45, 171, 153]",0.7171123311546843
British_Shorthair_57,9,"[28.896, 25.984, 167.104, 198.016]","[36, 61, 127, 123]",0.4720866325237045
beagle_44,4,"[12.096, 55.816, 173.824, 129.92000000000002]","[47, 53, 125, 128]",0.6822696289390815
japanese_chin_73,17,"[60.928000000000004, 40.992000000000004, 125.888, 151.872]","[82, 54, 142, 115]",0.5152309678051336
english_setter_41,13,"[28.448, 39.872, 130.816, 184.12800000000001]","[37, 59, 132, 119]",0.576317834018299
basset_hound_2,3,"[0.896, 55.368, 174.72, 129.024]","[75, 65, 107, 110]",0.47612866588133157
great_pyrenees_23,15,"[73.92, 46.368, 75.712, 142.464]","[67, 32, 97, 103]",0.4770480953931526
scottish_terrier_57,30,"[77.504, 69.80799999999999, 84.224, 87.808]","[67, 61, 96, 98]",0.7860906666666663
British_Shorthair_42,9,"[12.992, 42.824, 196.22400000000002, 137.088]","[106, 42, 118, 125]",0.444523548850063
Egyptian_Mau_42,11,"[37.857142857142854, 4.0, 134.28571428571428, 212.0]","[48, 37, 118, 155]",0.6424628663187475
leonberger_77,19,"[5.824, 32.168, 218.17600000000002, 167.104]","[0, 39, 199, 149]",0.771133613742392
havanese_21,16,"[64.06400000000001, 43.232, 159.04, 152.32]","[47, 68, 135, 106]",0.48019254754657614
British_Shorthair_21,9,"[85.624, 27.776, 98.11200000000001, 189.952]","[54, 0, 120, 128]",0.3523344117458368
basset_hound_200,4,"[48.384, 49.544, 154.112, 135.744]","[40, 54, 143, 115]",0.7074064576752236
Egyptian_Mau_39,11,"[88.87741935483871, 36.4, 125.00645161290322, 158.96774193548387]","[91, 85, 107, 123]",0.5564241398285741
havanese_86,16,"[0.448, 37.448, 193.088, 148.736]","[71, 50, 126, 108]",0.45487831577462423
Persian_261,23,"[4.48, 32.68, 219.52, 145.60000000000002]","[0, 60, 107, 93]",0.29446348024778707
staffordshire_bull_terrier_3,34,"[63.616, 76.424, 114.688, 77.952]","[58, 46, 131, 136]",0.5018050615177369
Russian_Blue_93,27,"[56.896, 63.432, 136.64000000000001, 95.424]","[47, 51, 107, 108]",0.60449106661116
Russian_Blue_86,27,"[61.824, 41.480000000000004, 142.912, 143.808]","[50, 52, 132, 132]",0.7173824509016611
shiba_inu_31,31,"[37.632, 22.400000000000002, 142.464, 201.6]","[40, 55, 184, 109]",0.45574933204160323
great_pyrenees_64,15,"[27.776, 80.00800000000001, 83.776, 106.176]","[33, 69, 103, 105]",0.5989628230845202
wheaten_terrier_196,35,"[53.76, 55.472, 122.75200000000001, 88.256]","[65, 40, 99, 107]",0.688562327646009
Persian_99,23,"[11.064, 9.408, 203.84, 208.768]","[39, 46, 169, 138]",0.5480402423078365
miniature_pinscher_35,21,"[42.376, 0.0, 144.256, 210.56]","[55, 0, 102, 134]",0.4499820734095145
japanese_chin_70,17,"[12.096, 32.928, 153.66400000000002, 158.592]","[54, 51, 129, 110]",0.46803732735565856
Abyssinian_43,0,"[89.864, 58.688, 77.504, 96.768]","[114, 48, 94, 95]",0.3771528062769087
american_bulldog_37,1,"[26.88, 36.344, 197.12, 151.424]","[30, 41, 132, 110]",0.48645336462987554
Egyptian_Mau_77,11,"[9.27810650887574, 19.28994082840237, 131.88165680473375, 165.01775147928996]","[18, 43, 139, 156]",0.6682471156595482
pomeranian_1,24,"[1.448, 4.48, 218.17600000000002, 216.832]","[0, 45, 136, 108]",0.3061612958941387
chihuahua_86,1,"[27.776, 32.272, 186.368, 162.624]","[65, 38, 109, 92]",0.33087072390542366
boxer_83,8,"[67.648, 41.928, 156.352, 144.256]","[53, 49, 110, 106]",0.4192617666989865
newfoundland_39,22,"[67.2, 38.304, 137.984, 154.56]","[79, 36, 79, 112]",0.4029036820789242
english_cocker_spaniel_75,12,"[38.752, 31.808, 123.2, 187.71200000000002]","[25, 68, 116, 105]",0.4369558706821219
Egyptian_Mau_86,11,"[6.516363636363637, 58.32727272727273, 182.0509090909091, 123.40363636363637]","[46, 71, 143, 106]",0.6713037721370244
wheaten_terrier_97,35,"[25.088, 33.584, 146.496, 148.736]","[42, 37, 130, 126]",0.747543692708931
Russian_Blue_90,27,"[42.2, 16.128, 146.94400000000002, 186.368]","[41, 26, 121, 145]",0.630305322461367
samoyed_86,29,"[77.952, 58.056, 146.048, 128.576]","[109, 52, 115, 114]",0.6374195815604368
Bombay_8,14,"[19.264, 74.024, 138.43200000000002, 51.968]","[72, 57, 95, 94]",0.3815961186728051
chihuahua_28,10,"[52.864000000000004, 51.784, 97.664, 99.904]","[67, 33, 107, 102]",0.5066170478957792
Egyptian_Mau_40,11,"[0.0, 37.0, 223.552, 149.184]","[42, 94, 131, 130]",0.3152677655533848
leonberger_47,12,"[51.52, 90.75999999999999, 93.632, 59.136]","[66, 73, 97, 99]",0.4475191905199892
keeshond_3,18,"[27.328, 38.448, 196.672, 147.84]","[31, 59, 166, 121]",0.6908105639750205
Ragdoll_71,26,"[117.376, 96.136, 86.016, 59.584]","[102, 78, 122, 102]",0.41185931726133074
leonberger_70,19,"[80.64, 75.00800000000001, 72.128, 93.184]","[61, 71, 106, 107]",0.5925917432551578
Sphynx_51,33,"[54.912, 16.128, 102.144, 137.984]","[39, 39, 156, 121]",0.5543026797765875
boxer_95,8,"[45.696, 44.576, 178.304, 151.424]","[75, 64, 149, 111]",0.612566788306191
samoyed_196,29,"[72.352, 56.448, 102.592, 139.776]","[76, 33, 86, 115]",0.4813686883635084
english_cocker_spaniel_196,12,"[64.96000000000001, 39.647999999999996, 75.712, 121.85600000000001]","[55, 39, 110, 118]",0.6669882183368127
Bombay_40,7,"[22.848, 66.08, 201.15200000000002, 76.16]","[20, 62, 129, 96]",0.5309314942528737
Siamese_6,10,"[39.443636363636365, 47.24363636363636, 145.80363636363637, 162.09454545454545]","[43, 44, 123, 101]",0.5003146518680578
Siamese_58,32,"[45.248, 46.136, 157.696, 126.336]","[101, 39, 100, 105]",0.4742327163531449
Ragdoll_37,26,"[0.448, 58.056, 133.952, 106.176]","[22, 56, 133, 111]",0.6998984707396552
keeshond_23,18,"[28.896, 6.272, 167.104, 217.728]","[31, 26, 175, 153]",0.6658627305137486
pug_62,25,"[60.480000000000004, 63.84, 146.048, 132.16]","[49, 72, 140, 113]",0.7050245015282258
Maine_Coon_254,5,"[64.96000000000001, 82.50666666666666, 93.33333333333334, 112.74666666666667]","[47, 87, 123, 111]",0.7179770614458271
Persian_255,23,"[0.0, 28.12, 222.88000000000002, 167.44000000000003]","[48, 77, 176, 147]",0.48834464434892916
basset_hound_193,14,"[7.168, 38.0, 155.904, 94.976]","[47, 65, 115, 92]",0.44492232480482313
beagle_30,10,"[80.904, 11.648, 69.44, 186.816]","[48, 26, 94, 107]",0.3963609061284332
japanese_chin_26,17,"[0.0, 37.0, 221.76, 148.736]","[0, 61, 141, 113]",0.48305685054690006
great_pyrenees_52,15,"[17.96, 12.096, 195.776, 206.976]","[54, 0, 103, 129]",0.2882937126481703
Birman_4,6,"[31.584, 30.464000000000002, 163.968, 190.4]","[43, 42, 155, 125]",0.604875280166785
Bombay_21,7,"[0.9955555555555555, 16.924444444444443, 157.29777777777778, 205.08444444444444]","[44, 77, 124, 104]",0.35728668513415546
pomeranian_193,24,"[20.906666666666666, 48.906666666666666, 147.09333333333333, 139.62666666666667]","[76, 46, 115, 104]",0.4009294339427377
staffordshire_bull_terrier_46,34,"[0.0, 37.448, 188.16, 148.736]","[33, 43, 169, 126]",0.6575901854113869
Ragdoll_93,26,"[28.448, 109.76, 132.608, 114.24000000000001]","[47, 127, 109, 97]",0.6979275029268464
german_shorthaired_82,14,"[76.648, 8.512, 73.024, 189.056]","[69, 38, 114, 105]",0.42343027358964325
Persian_27,26,"[10.896, 12.544, 198.912, 211.45600000000002]","[0, 94, 224, 130]",0.5705448003006212
Ragdoll_73,26,"[0.0, 44.128, 224.0, 151.424]","[34, 61, 134, 132]",0.5214780068832267
Egyptian_Mau_212,11,"[21.653333333333336, 56.093333333333334, 137.38666666666668, 136.64000000000001]","[26, 69, 130, 117]",0.8102271167287298
Siamese_9,33,"[52.70175438596491, 46.03508771929825, 143.1578947368421, 169.82456140350877]","[34, 40, 134, 96]",0.3870023352508972
pomeranian_33,24,"[94.976, 36.296, 108.864, 143.36]","[110, 44, 114, 109]",0.5745031927058866
saint_bernard_66,28,"[0.0, 22.608, 215.936, 181.888]","[73, 44, 113, 112]",0.3222310350667667
chihuahua_37,10,"[63.879999999999995, 51.52, 109.76, 172.032]","[47, 66, 149, 113]",0.531939122800148
japanese_chin_99,17,"[0.448, 28.0, 212.352, 168.0]","[75, 71, 149, 111]",0.41431444797512007
Sphynx_245,33,"[50.53125, 28.21875, 173.46875, 154.875]","[64, 47, 131, 121]",0.5900028338007142
american_bulldog_7,1,"[116.744, 46.592, 69.44, 132.608]","[94, 43, 101, 97]",0.5181106039372961
Maine_Coon_245,20,"[21.653333333333336, 50.86666666666667, 197.86666666666667, 141.12]","[78, 78, 146, 116]",0.5615303965208183
miniature_pinscher_27,21,"[49.984, 23.744, 126.784, 193.088]","[47, 34, 117, 140]",0.6410994133409565
saint_bernard_86,28,"[40.768, 45.064, 164.416, 140.672]","[42, 39, 109, 110]",0.4762154339265641
Birman_198,6,"[0.37333333333333335, 38.49333333333333, 210.18666666666667, 147.09333333333333]","[61, 46, 139, 124]",0.5574916061582011
saint_bernard_28,28,"[54.656, 51.336, 169.344, 134.848]","[54, 69, 108, 95]",0.4453520491405541
pug_55,25,"[67.2, 39.24, 130.368, 147.392]","[47, 42, 137, 110]",0.5993319951565975
saint_bernard_9,28,"[68.32, 11.200000000000001, 123.2, 212.352]","[87, 18, 96, 130]",0.4770320095817383
newfoundland_94,22,"[26.88, 54.872, 178.752, 146.94400000000002]","[0, 64, 135, 128]",0.4658591911898529
great_pyrenees_79,15,"[4.48, 10.719999999999999, 219.52, 204.288]","[67, 20, 106, 110]",0.2600049401473801
pug_40,1,"[96.136, 109.312, 89.152, 74.368]","[88, 94, 110, 101]",0.5967647107110713
english_setter_98,13,"[37.0, 21.056, 116.032, 202.94400000000002]","[39, 0, 123, 162]",0.5865338765176332
beagle_6,4,"[92.288, 103.504, 109.312, 74.816]","[69, 92, 117, 105]",0.5211930899030291
Abyssinian_7,0,"[39.84210526315789, 21.89473684210526, 90.10526315789473, 200.42105263157893]","[30, 27, 90, 156]",0.638175041605618
yorkshire_terrier_6,13,"[60.928000000000004, 72.84, 97.664, 67.2]","[91, 54, 99, 95]",0.39753602676544103
chihuahua_77,10,"[43.72, 17.024, 140.672, 195.776]","[41, 0, 120, 126]",0.4277416592928342
Persian_60,23,"[70.784, 69.70400000000001, 111.104, 116.032]","[65, 74, 113, 110]",0.8718127320846132
chihuahua_85,34,"[45.96, 16.576, 106.624, 192.64000000000001]","[57, 0, 114, 153]",0.522808979238918
beagle_72,4,"[55.552, 51.336, 116.032, 124.992]","[50, 34, 106, 86]",0.41246253327581545
leonberger_35,19,"[16.344, 14.784, 177.40800000000002, 209.216]","[27, 21, 197, 168]",0.6638742585718257
Egyptian_Mau_20,11,"[64.8962962962963, 13.896296296296295, 117.39259259259259, 208.96296296296296]","[63, 95, 121, 109]",0.5133942419670767
great_pyrenees_95,15,"[19.264, 51.400000000000006, 133.056, 108.416]","[0, 27, 124, 97]",0.4033956921147303
Maine_Coon_39,20,"[30.464000000000002, 37.0, 193.536, 148.736]","[39, 41, 144, 153]",0.6952939834549853
american_bulldog_49,1,"[35.616, 21.056, 154.112, 167.552]","[46, 88, 115, 113]",0.4246332466396103
english_cocker_spaniel_49,12,"[76.608, 54.472, 118.72, 127.232]","[65, 46, 112, 106]",0.5697112932433697
pug_71,25,"[4.48, 42.376, 219.52, 143.36]","[64, 54, 136, 107]",0.4624029538473552
english_cocker_spaniel_39,12,"[29.792, 33.152, 163.968, 152.768]","[47, 71, 159, 102]",0.5692364400219346
Persian_72,23,"[67.648, 37.896, 156.352, 148.288]","[57, 46, 125, 114]",0.5342894955520978
boxer_70,8,"[0.0, 60.296, 173.824, 125.888]","[41, 42, 122, 139]",0.6106661020210703
Ragdoll_85,26,"[25.536, 59.400000000000006, 122.75200000000001, 95.872]","[23, 59, 99, 90]",0.71815165074386
american_bulldog_81,8,"[51.072, 36.96, 172.928, 158.144]","[76, 50, 148, 115]",0.6223597786881488
Siamese_26,32,"[91.84, 60.848, 132.16, 107.968]","[77, 58, 112, 107]",0.6272240309258469
Persian_63,23,"[0.0, 44.168, 182.336, 139.776]","[73, 40, 112, 114]",0.4575467575546989
english_setter_28,13,"[59.136, 68.016, 164.864, 118.272]","[59, 81, 105, 108]",0.5576821397008561
Bengal_79,5,"[11.648, 62.632, 191.744, 116.032]","[74, 91, 108, 103]",0.39606023026254744
Russian_Blue_215,27,"[87.36, 50.333333333333336, 113.49333333333334, 159.04000000000002]","[93, 71, 99, 113]",0.6197790892441112
great_pyrenees_46,15,"[21.952, 38.896, 134.848, 146.94400000000002]","[44, 62, 127, 109]",0.5755397161979319
wheaten_terrier_194,35,"[9.408, 38.448, 141.568, 147.392]","[46, 28, 128, 124]",0.4803107419586939
Siamese_96,32,"[14.336, 35.96, 157.248, 146.048]","[92, 20, 99, 109]",0.28098141135318616
great_pyrenees_88,15,"[68.912, 11.200000000000001, 98.11200000000001, 183.232]","[53, 21, 118, 117]",0.5653574144997974
Birman_36,26,"[67.648, 29.344, 127.232, 166.208]","[55, 32, 131, 115]",0.6021937594678866
boxer_62,8,"[58.472, 93.184, 104.384, 130.368]","[40, 80, 104, 101]",0.45240964266239814
Bengal_31,5,"[0.448, 42.824, 163.968, 142.464]","[0, 78, 185, 146]",0.5366995912437447
samoyed_67,29,"[99.456, 45.024, 67.2, 141.12]","[78, 38, 108, 116]",0.49858039957961
american_pit_bull_terrier_30,34,"[53.088, 48.384, 94.976, 143.808]","[77, 31, 82, 96]",0.35040944540015684
beagle_35,4,"[17.024, 41.032, 206.976, 142.912]","[38, 63, 140, 122]",0.569584870210303
staffordshire_bull_terrier_27,8,"[21.928, 18.368000000000002, 174.272, 203.84]","[42, 0, 144, 117]",0.37211239893094444
scottish_terrier_32,30,"[66.08, 20.608, 129.92000000000002, 153.66400000000002]","[56, 27, 98, 105]",0.4391310314787023
Persian_45,23,"[3.136, 38.0, 202.496, 148.288]","[37, 43, 149, 127]",0.6301842325857032
Sphynx_47,33,"[29.344, 47.936, 165.76, 176.064]","[77, 58, 125, 107]",0.4223322762502854
wheaten_terrier_34,30,"[45.248, 47.304, 86.016, 133.952]","[55, 41, 103, 94]",0.4607373052832234
staffordshire_bull_terrier_81,8,"[17.472, 28.896, 206.528, 167.104]","[0, 34, 224, 145]",0.8083812464548288
staffordshire_bull_terrier_24,34,"[57.544, 2.688, 118.72, 201.6]","[46, 32, 134, 116]",0.5357227327386394
chihuahua_192,10,"[19.413333333333334, 35.46666666666667, 175.46666666666667, 159.78666666666666]","[47, 30, 119, 115]",0.4543562632875065
wheaten_terrier_20,35,"[83.144, 50.624, 67.648, 143.36]","[60, 74, 121, 110]",0.47802438405384323
miniature_pinscher_21,21,"[64.64, 25.984, 102.144, 162.624]","[38, 34, 127, 139]",0.6867196142649233
